FIPS,State,County,GROC07,GROC12,PCH_GROC_07_12,GROCPTH07,GROCPTH12,PCH_GROCPTH_07_12,SUPERC07,SUPERC12,PCH_SUPERC_07_12,SUPERCPTH07,SUPERCPTH12,PCH_SUPERCPTH_07_12,CONVS07,CONVS12,PCH_CONVS_07_12,CONVSPTH07,CONVSPTH12,PCH_CONVSPTH_07_12,SPECS07,SPECS12,PCH_SPECS_07_12,SPECSPTH07,SPECSPTH12,PCH_SPECSPTH_07_12,SNAPS08,SNAPS12,PCH_SNAPS_08_12,SNAPSPTH08,SNAPSPTH12,PCH_SNAPSPTH_08_12,WICS08,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,PCH_WICSPTH_08_12
13147,GA,Hart,5,4,-20,0.207271069,0.156752097,-24.37338349,1,1,0,0.041454214,0.039188024,-5.466729368,16,16,0,0.663267421,0.627008386,-5.466729368,1,0,-100,0.041454214,0,-100,11.5,25.16666667,118.8405797,0.474187696,0.986231941,107.9834524,6,6,0,0.2474023,0.2351281,-4.961198
13149,GA,Heard,4,1,-75,0.350140056,0.085962348,-75.44915327,0,0,0,0,0,0,1,7,600,0.087535014,0.601736439,587.4237084,0,0,0,0,0,0,5.666666667,7.75,36.76470588,0.490153678,0.666208201,35.91822958,1,1,0,0.0864977,0.0859623,-0.6189314
13151,GA,Henry,26,27,3.846153846,0.140615029,0.129153851,-8.150748669,5,6,20,0.027041352,0.028700856,6.136912649,119,106,-10.92436975,0.643584169,0.507048452,-21.21489677,2,3,50,0.010816541,0.014350428,32.67114081,65.41666667,146.9166667,124.5859873,0.343342308,0.702772343,104.6856231,24,25,4.166667,0.1259651,0.1195869,-5.063446
13153,GA,Houston,21,19,-9.523809524,0.159950035,0.130015876,-18.71469368,2,3,50,0.015233337,0.020528822,34.76248152,93,95,2.150537634,0.708350153,0.650079378,-8.226267062,3,7,133.3333333,0.022850005,0.047900586,109.6305268,83.41666667,131.25,57.34265734,0.624984391,0.898135983,43.70534622,22,24,9.090909,0.164831,0.1642306,-0.3642865
13155,GA,Irwin,2,1,-50,0.200662185,0.104166667,-48.08854167,0,0,0,0,0,0,7,8,14.28571429,0.702317648,0.833333333,18.6547619,0,0,0,0,0,0,6.083333333,10.08333333,65.75342466,0.590442913,1.050347222,77.89140982,1,1,0,0.0970591,0.1041667,7.322915
13157,GA,Jackson,6,6,0,0.10045708,0.099057305,-1.393406085,0,0,0,0,0,0,34,36,5.882352941,0.569256785,0.594343828,4.406981792,1,2,100,0.016742847,0.033019102,97.21318783,22.33333333,52,132.8358209,0.358918317,0.85849664,139.1899774,11,11,0,0.1767807,0.1816051,2.729023
13159,GA,Jasper,2,2,0,0.146412884,0.146735143,0.220102715,0,0,0,0,0,0,7,6,-14.28571429,0.512445095,0.440205429,-14.09705482,0,0,0,0,0,0,4,9.25,131.25,0.288413007,0.678650037,135.304934,3,4,33.33333,0.2163098,0.2934703,35.67132
13161,GA,Jeff Davis,4,5,25,0.302183274,0.329902349,9.172934811,0,1,0,0,0.06598047,0,10,13,30,0.755458185,0.857746107,13.5398522,0,0,0,0,0,0,16.58333333,23,38.69346734,1.231862527,1.517550805,23.19157148,6,3,-50,0.445699,0.1979414,-55.58855
13163,GA,Jefferson,7,6,-14.28571429,0.427220018,0.365141188,-14.53088051,0,0,0,0,0,0,11,19,72.72727273,0.671345743,1.156280428,72.23322564,0,0,0,0,0,0,25.16666667,28.25,12.25165563,1.533711175,1.719206426,12.0945361,6,7,16.66667,0.365653,0.4259981,16.50338
13165,GA,Jenkins,2,1,-50,0.234137204,0.108542277,-53.6415934,0,0,0,0,0,0,2,7,250,0.234137204,0.759795941,224.5088462,1,0,-100,0.117068602,0,-100,7.666666667,11.08333333,44.56521739,0.904941769,1.203010239,32.93786191,2,1,-50,0.2360718,0.1085423,-54.0215
13167,GA,Johnson,0,2,0,0,0.202081439,0,0,0,0,0,0,0,2,5,150,0.212449543,0.505203597,137.7993331,1,0,-100,0.106224772,0,-100,10.75,11.41666667,6.201550388,1.139374669,1.153548213,1.243975741,2,2,0,0.2119767,0.2020814,-4.668085
13169,GA,Jones,2,2,0,0.073316471,0.069986353,-4.542114288,0,0,0,0,0,0,11,13,18.18181818,0.403240588,0.454911292,12.81386493,1,1,0,0.036658235,0.034993176,-4.542114288,15.16666667,22.08333333,45.6043956,0.54784954,0.772765977,41.05441747,3,3,0,0.1083658,0.1049795,-3.124888
13171,GA,Lamar,3,3,0,0.177200236,0.166140555,-6.241346846,0,0,0,0,0,0,13,13,0,0.76786769,0.719942405,-6.241346846,1,1,0,0.059066745,0.055380185,-6.241346846,8.416666667,18,113.8613861,0.484747259,0.996843329,105.6418701,5,4,-20,0.2879687,0.2215208,-23.0747
13173,GA,Lanier,2,1,-50,0.249532127,0.096153846,-61.46634615,0,0,0,0,0,0,6,5,-16.66666667,0.748596382,0.480769231,-35.77724359,0,1,0,0,0.096153846,0,7,13.08333333,86.9047619,0.841346154,1.258012821,49.52380952,1,1,0,0.1201923,0.0961538,-20
13175,GA,Laurens,7,9,28.57142857,0.147430497,0.18733998,27.07003244,0,1,0,0,0.020815553,0,32,49,53.125,0.673967987,1.019962116,51.33687892,3,5,66.66666667,0.063184499,0.104077767,64.72041243,56.08333333,78,39.07875186,1.168743661,1.623613164,38.91952679,12,12,0,0.2500729,0.2497866,-0.1144791
13177,GA,Lee,3,5,66.66666667,0.090832021,0.173937243,91.49330921,0,0,0,0,0,0,11,16,45.45454545,0.333050745,0.556599179,67.1214335,0,0,0,0,0,0,11.5,21.08333333,83.33333333,0.340196426,0.733435377,115.5917345,4,6,50,0.1183292,0.2087247,76.39324
13179,GA,Liberty,7,8,14.28571429,0.115622213,0.122191505,5.681686766,1,1,0,0.016517459,0.015273938,-7.528524079,35,47,34.28571429,0.578111063,0.71787509,24.17598195,4,3,-25,0.066069836,0.045821814,-30.64639306,42.91666667,62.5,45.63106796,0.728995034,0.95462113,30.95029253,7,8,14.28571,0.118904,0.1221915,2.764798
13181,GA,Lincoln,1,1,0,0.124517495,0.129249063,3.799922451,0,0,0,0,0,0,7,6,-14.28571429,0.871622463,0.775494378,-11.0286379,0,0,0,0,0,0,5,6,20,0.624765713,0.775494378,24.12563009,1,1,0,0.1249531,0.1292491,3.438033
13183,GA,Long,1,1,0,0.088983805,0.062313061,-29.97258225,0,0,0,0,0,0,5,6,20,0.444919025,0.373878365,-15.9670987,0,0,0,0,0,0,5.666666667,9.666666667,70.58823529,0.496509828,0.602359588,21.3187643,1,1,0,0.0876194,0.0623131,-28.8821
13185,GA,Lowndes,13,15,15.38461538,0.127808091,0.130944898,2.454310303,2,3,50,0.019662783,0.02618898,33.19060339,99,86,-13.13131313,0.973307772,0.750750751,-22.86604787,10,9,-10,0.098313916,0.078566939,-20.08563796,74.08333333,120.4166667,62.54218223,0.707685351,1.051196545,48.54010235,18,17,-5.555555,0.171946,0.1484042,-13.69141
13187,GA,Lumpkin,2,3,50,0.075168189,0.098003985,30.3796021,1,1,0,0.037584094,0.032667995,-13.08026526,21,13,-38.0952381,0.789265983,0.424683937,-46.19254516,1,2,100,0.037584094,0.06533599,73.83946947,8.083333333,19.41666667,140.2061856,0.297236012,0.634303573,113.4006474,4,4,0,0.1470859,0.130672,-11.15939
13189,GA,McDuffie,4,3,-25,0.185821797,0.138484974,-25.47431104,1,1,0,0.046455449,0.046161658,-0.632414716,15,21,40,0.696831738,0.969394821,39.1146194,1,1,0,0.046455449,0.046161658,-0.632414716,18.5,26.41666667,42.79279279,0.849364125,1.219437136,43.57059594,5,5,0,0.2295579,0.2308083,0.5447062
13191,GA,McIntosh,2,2,0,0.174626735,0.144519113,-17.24113014,0,0,0,0,0,0,21,16,-23.80952381,1.833580721,1.156152901,-36.94562296,0,1,,0,0.072259556,,8.583333333,15,74.75728155,0.74767712,1.083893345,44.96810407,2,3,50,0.174216,0.2167787,24.43095
13193,GA,Macon,7,3,-57.14285714,0.524187509,0.210334432,-59.87419998,0,0,0,0,0,0,7,13,85.71428571,0.524187509,0.911449204,73.87846676,1,2,100,0.07488393,0.140222954,87.25373344,14.58333333,22.5,54.28571429,1.096243955,1.577508238,43.90120291,6,4,-33.33333,0.4510261,0.2804459,-37.82047
13195,GA,Madison,3,2,-33.33333333,0.107991361,0.071628107,-33.67237304,0,0,0,0,0,0,8,25,212.5,0.287976962,0.895351336,210.9107514,1,0,-100,0.03599712,0,-100,14.41666667,30.75,113.2947977,0.514715508,1.101282143,113.9593864,5,4,-20,0.178514,0.1432562,-19.75074
13197,GA,Marion,2,1,-50,0.283768445,0.114797383,-59.54540236,0,0,0,0,0,0,4,8,100,0.56753689,0.918379061,61.81839054,0,0,0,0,0,0,7.5,10,33.33333333,1.06974754,1.147973826,7.312593273,3,2,-33.33333,0.427899,0.2295948,-46.3437
13199,GA,Meriwether,8,8,0,0.351061962,0.376063555,7.121703568,0,0,0,0,0,0,19,23,21.05263158,0.833772161,1.08118272,29.67364116,0,0,0,0,0,0,18.41666667,28.33333333,53.84615385,0.80313404,1.331891756,65.83679565,6,5,-16.66667,0.2616545,0.2350397,-10.17174
13201,GA,Miller,6,3,-50,0.9733939,0.50259675,-48.36656056,0,0,0,0,0,0,5,3,-40,0.811161583,0.50259675,-38.03987268,1,2,100,0.162232317,0.3350645,106.5337577,6.25,11,76,1.00579337,1.84285475,83.22399062,2,2,0,0.3218539,0.3350645,4.104541
13205,GA,Mitchell,13,9,-30.76923077,0.539732625,0.388869685,-27.9514212,0,1,0,0,0.043207743,0,14,21,50,0.581250519,0.907362599,56.10525406,0,0,0,0,0,0,28.16666667,39.66666667,40.82840237,1.174149263,1.713907132,45.97012376,6,5,-16.66667,0.2501146,0.2160387,-13.62411
13207,GA,Monroe,3,4,33.33333333,0.119669712,0.150167061,25.48460162,0,1,0,0,0.037541765,0,22,22,0,0.877577885,0.825918835,-5.886548786,0,0,0,0,0,0,10.91666667,26.58333333,143.5114504,0.432943354,0.997985259,130.5117401,3,4,33.33333,0.1189768,0.1501671,26.21541
13209,GA,Montgomery,1,1,0,0.11128422,0.112195669,0.819028386,0,0,0,0,0,0,3,11,266.6666667,0.33385266,1.234152362,269.6697707,0,0,0,0,0,0,10.08333333,16.58333333,64.46280992,1.132958801,1.860578182,64.22293372,4,3,-25,0.4494382,0.336587,-25.10939
13211,GA,Morgan,5,4,-20,0.274951883,0.223701135,-18.6398971,0,1,0,0,0.055925284,0,28,15,-46.42857143,1.539730547,0.838879257,-45.51778823,1,1,0,0.054990377,0.055925284,1.700128628,8.25,17.91666667,117.1717172,0.443548387,1.001994668,125.9042525,2,2,0,0.1075269,0.1118506,4.021033
13213,GA,Murray,9,6,-33.33333333,0.220972771,0.152315191,-31.07060655,0,0,0,0,0,0,13,22,69.23076923,0.319182892,0.558489033,74.97461413,0,0,0,0,0,0,30.33333333,50.5,66.48351648,0.748232199,1.28198619,71.33534114,6,7,16.66667,0.148002,0.1777011,20.06669
13215,GA,Muscogee,36,40,11.11111111,0.192912605,0.201599694,4.503121155,1,4,300,0.005358683,0.020159969,276.2112362,123,104,-15.44715447,0.659118068,0.524159203,-20.47567366,10,8,-20,0.053586835,0.040319939,-24.75775277,114.6666667,176.9166667,54.2877907,0.614353732,0.891658645,45.13766226,42,32,-23.80952,0.2250249,0.1612798,-28.32805
13217,GA,Newton,15,20,33.33333333,0.156675963,0.197034629,25.7593222,0,3,0,0,0.029555194,0,39,45,15.38461538,0.407357503,0.443327915,8.830182674,4,1,-75,0.041780257,0.009851731,-76.42012709,39.75,80.33333333,102.0964361,0.404025004,0.791422426,95.88451664,13,14,7.692307,0.132134,0.1379242,4.382127
13219,GA,Oconee,3,4,33.33333333,0.095204849,0.118980338,24.97298155,1,1,0,0.03173495,0.029745085,-6.270263839,18,17,-5.555555556,0.571229095,0.505666439,-11.4774714,1,0,-100,0.03173495,0,-100,7.25,21.25,193.1034483,0.222884899,0.632083048,183.5916882,5,5,0,0.1537137,0.1487254,-3.245187
13221,GA,Oglethorpe,1,1,0,0.071622977,0.068408811,-4.487618005,0,0,0,0,0,0,0,6,0,0,0.410452866,0,1,0,-100,0.071622977,0,-100,5.583333333,10.25,83.58208955,0.392225735,0.701190313,78.77213331,1,1,0,0.0702494,0.0684088,-2.620061
13223,GA,Paulding,10,15,50,0.078184249,0.10359116,32.49620166,3,4,33.33333333,0.023455275,0.027624309,17.77440147,59,49,-16.94915254,0.461287069,0.33839779,-26.64052112,2,2,0,0.01563685,0.013812155,-11.6691989,36.83333333,69.83333333,89.59276018,0.27631908,0.482274401,74.53532412,12,14,16.66667,0.0900225,0.0966851,7.401013
13225,GA,Peach,5,5,0,0.190956309,0.181015133,-5.205995221,0,0,0,0,0,0,21,25,19.04761905,0.802016499,0.905075664,12.85000569,0,1,0,0,0.036203027,,27.16666667,35.25,29.75460123,1.004833062,1.276156687,27.00186079,4,7,75,0.1479509,0.2534212,71.28737
13227,GA,Pickens,8,5,-37.5,0.263105966,0.170835042,-35.06987153,0,1,0,0,0.034167008,0,33,17,-48.48484848,1.085312109,0.580839142,-46.48183351,2,0,-100,0.065776491,0,-100,13.58333333,26.25,93.25153374,0.43728337,0.896883969,105.1036078,7,10,42.85714,0.2253485,0.3416701,51.61855
13229,GA,Pierce,4,3,-25,0.224077083,0.159201868,-28.95218637,0,0,0,0,0,0,8,16,100,0.448154165,0.849076629,89.46083634,0,1,0,0,0.053067289,0,18.58333333,28.25,52.01793722,1.022410505,1.499150923,46.62906108,4,5,25,0.2200704,0.2653365,20.56889
13231,GA,Pike,3,2,-33.33333333,0.174489618,0.112296463,-35.64289725,0,0,0,0,0,0,9,10,11.11111111,0.523468854,0.561482313,7.261837919,0,0,0,0,0,0,4.916666667,10.66666667,116.9491525,0.279705693,0.598914468,114.1230883,1,1,0,0.0568893,0.0561482,-1.302637
13233,GA,Polk,7,7,0,0.16889039,0.169952413,0.628823929,0,2,0,0,0.048557832,0,34,39,14.70588235,0.820324752,0.946877731,15.42718039,1,0,-100,0.024127199,0,-100,40.58333333,63.75,57.08418891,0.964409908,1.547780907,60.48994255,7,7,0,0.1663458,0.1699524,2.168108
13235,GA,Pulaski,2,2,0,0.204019178,0.170648464,-16.35665529,0,0,0,0,0,0,10,10,0,1.020095889,0.853242321,-16.35665529,1,2,100,0.102009589,0.170648464,67.28668942,12,19,58.33333333,1.227244835,1.62116041,32.09755404,2,2,0,0.2045408,0.1706485,-16.56997
13237,GA,Putnam,3,2,-33.33333333,0.148045795,0.094348523,-36.27071736,1,1,0,0.049348598,0.047174262,-4.406076045,17,25,47.05882353,0.838926174,1.179356543,40.57929993,1,0,-100,0.049348598,0,-100,8.75,23.16666667,164.7619048,0.427872861,1.092870397,155.4194241,4,4,0,0.195599,0.188697,-3.528637
13239,GA,Quitman,0,1,0,0,0.415973378,0,0,0,0,0,0,0,3,8,166.6666667,1.132502831,3.327787022,193.843594,0,0,0,0,0,0,4.583333333,5.583333333,21.81818182,1.707014277,2.322518026,36.05732869,0,0,0,0,0,0
13241,GA,Rabun,6,3,-50,0.362231345,0.18408296,-49.18083083,1,1,0,0.060371891,0.061360987,1.638338344,29,13,-55.17241379,1.750784835,0.797692827,-54.43798626,2,0,-100,0.120743782,0,-100,8.416666667,18.75,122.7722772,0.505020201,1.1505185,127.8163326,4,5,25,0.2400096,0.3068049,27.83028
13243,GA,Randolph,2,1,-50,0.27457441,0.136481507,-50.29343524,0,0,0,0,0,0,5,8,60,0.686436024,1.091852054,59.06100723,0,0,0,0,0,0,7,9.583333333,36.9047619,0.978200112,1.307947773,33.70963234,4,4,0,0.5589715,0.545926,-2.333827
13245,GA,Richmond,37,32,-13.51351351,0.187510769,0.157956828,-15.76119649,2,4,100,0.010135717,0.019744604,94.80223311,146,116,-20.54794521,0.73990736,0.572593503,-22.6128115,20,12,-40,0.101357173,0.059233811,-41.55933007,155,211.25,36.29032258,0.777679105,1.042761875,34.0863949,37,29,-21.62162,0.1856395,0.1431484,-22.88906
13247,GA,Rockdale,22,23,4.545454545,0.268833629,0.268002797,-0.309050656,2,2,0,0.024439421,0.023304591,-4.643439758,98,51,-47.95918367,1.197531619,0.594267071,-50.37566763,3,2,-33.33333333,0.036659131,0.023304591,-36.42895984,40.5,76.58333333,89.09465021,0.485611511,0.892371631,83.76245429,15,15,0,0.1798561,0.1747844,-2.819849
13249,GA,Schley,2,1,-50,0.484848485,0.200400802,-58.66733467,0,0,0,0,0,0,2,4,100,0.484848485,0.801603206,65.33066132,0,0,0,0,0,0,2.833333333,5,76.47058824,0.662458109,1.002004008,51.25545208,1,1,0,0.2338087,0.2004008,-14.28857
13251,GA,Screven,3,3,0,0.199375291,0.211237854,5.949866216,0,0,0,0,0,0,10,10,0,0.664584303,0.704126179,5.949866216,0,0,0,0,0,0,18.41666667,22.83333333,23.98190045,1.221588397,1.607754776,31.61182448,3,4,33.33333,0.1989918,0.2816505,41.53876
13253,GA,Seminole,3,6,100,0.332889481,0.670615849,101.453001,0,0,0,0,0,0,8,12,50,0.887705282,1.341231698,51.08975075,0,1,,0,0.111769308,0,16.91666667,17,0.492610837,1.858770099,1.900078239,2.222337234,4,4,0,0.4395122,0.4470772,1.721245
13255,GA,Spalding,16,15,-6.25,0.253742705,0.23487043,-7.437563611,1,1,0,0.015858919,0.015658029,-1.266734518,49,37,-24.48979592,0.777087034,0.57934706,-25.44630974,1,0,-100,0.015858919,0,-100,46.83333333,63.75,36.12099644,0.730754628,0.998199327,36.59842701,13,10,-23.07692,0.2028429,0.1565803,-22.80713
13257,GA,Stephens,3,4,33.33333333,0.118981518,0.15449384,29.84692235,0,1,0,0,0.03862346,0,21,22,4.761904762,0.832870627,0.849716118,2.02258185,0,0,0,0,0,0,13.75,29.5,114.5454545,0.537823672,1.139392067,111.852346,6,6,0,0.2346867,0.2317408,-1.255261
13259,GA,Stewart,1,0,-100,0.217912399,0,-100,0,0,0,0,0,0,5,4,-20,1.089561996,0.66203244,-39.23866269,1,0,-100,0.217912399,0,-100,6.083333333,5.166666667,-15.06849315,1.330562846,0.855125234,-35.73206731,5,3,-40,1.093613,0.4965243,-54.59781
13261,GA,Sumter,9,6,-33.33333333,0.276412776,0.190150219,-31.20787644,1,1,0,0.030712531,0.031691703,3.188185333,28,31,10.71428571,0.85995086,0.982442796,14.24406233,4,2,-50,0.122850123,0.063383406,-48.40590733,28.33333333,46,62.35294118,0.87700292,1.457818343,66.22730781,10,8,-20,0.3095304,0.2535336,-18.09089
13263,GA,Talbot,0,1,0,0,0.153444837,0,0,0,0,0,0,0,2,5,150,0.304506699,0.767224183,151.9564217,0,0,0,0,0,0,5,6.75,35,0.779787898,1.035752647,32.82491944,1,0,-100,0.1559576,0,-100
13265,GA,Taliaferro,0,0,0,0,0,0,0,0,0,0,0,0,2,4,100,1.082251082,2.380952381,120,0,0,0,0,0,0,1.5,3,100,0.821467689,1.785714286,117.3809524,0,1,0,0,0.5952381,0
13267,GA,Tattnall,5,7,40,0.217618384,0.275764261,26.71919319,0,0,0,0,0,0,9,24,166.6666667,0.391713092,0.945477466,141.3698918,4,0,-100,0.174094708,0,-100,26.66666667,36.58333333,37.1875,1.146312456,1.441196554,25.72458291,7,6,-14.28571,0.300907,0.2363694,-21.44771
13269,GA,Taylor,5,4,-20,0.577700751,0.475059382,-17.7672209,0,0,0,0,0,0,4,7,75,0.462160601,0.831353919,79.88420428,0,0,0,0,0,0,9.166666667,11.83333333,29.09090909,1.052792772,1.405384006,33.49103865,4,3,-25,0.4594005,0.3562945,-22.44359
13271,GA,Telfair,4,4,0,0.300797112,0.244663282,-18.66169185,0,0,0,0,0,0,7,8,14.28571429,0.526394947,0.489326564,-7.041933539,1,0,-100,0.075199278,0,-100,20.66666667,20.5,-0.806451613,1.561516182,1.253899321,-19.699883,6,5,-16.66667,0.4533434,0.3058291,-32.5392
13273,GA,Terrell,4,4,0,0.389939559,0.442233278,13.41072416,0,0,0,0,0,0,3,10,233.3333333,0.29245467,1.105583195,278.0357472,0,0,0,0,0,0,9,15.75,75,0.876509544,1.741293532,98.66224433,3,3,0,0.2921699,0.331675,13.52128
13275,GA,Thomas,10,6,-40,0.220745679,0.134156158,-39.22591897,1,1,0,0.022074568,0.02235936,1.290135051,35,48,37.14285714,0.772609876,1.073249262,38.91218521,3,4,33.33333333,0.066223704,0.089437439,35.0535134,44.5,70.91666667,59.36329588,0.97057733,1.585651254,63.37196478,12,10,-16.66667,0.2617287,0.2235936,-14.57048
13277,GA,Tift,9,9,0,0.213513001,0.219170076,2.649522696,1,1,0,0.023723667,0.024352231,2.649522696,41,54,31.70731707,0.972670336,1.315020456,35.19693233,0,1,,0,0.024352231,,50.91666667,73.5,44.35351882,1.196518933,1.789888954,49.5913608,12,11,-8.333333,0.2819946,0.2678745,-5.007224
13279,GA,Toombs,5,5,0,0.180069867,0.183049606,1.654768442,1,1,0,0.036013973,0.036609921,1.654768442,24,26,8.333333333,0.864335362,0.951857954,10.12599915,3,2,-33.33333333,0.10804192,0.073219843,-32.23015437,38.33333333,43.58333333,13.69565217,1.365001365,1.595582403,16.89236683,10,7,-30,0.3560873,0.2562695,-28.03185
13281,GA,Towns,3,1,-66.66666667,0.276523182,0.095283468,-65.54232174,0,0,0,0,0,0,22,8,-63.63636364,2.027836667,0.762267747,-62.40980554,1,1,0,0.092174394,0.095283468,3.373034778,7.583333333,12.33333333,62.63736264,0.690398155,1.175162776,70.21522546,3,2,-33.33333,0.2731245,0.1905669,-30.22709
13283,GA,Treutlen,2,1,-50,0.289645185,0.147732309,-48.9954203,0,0,0,0,0,0,1,7,600,0.144822592,1.034126163,614.0641158,0,0,0,0,0,0,7,10.08333333,44.04761905,1.000714796,1.489634116,48.85700919,4,1,-75,0.571837,0.1477323,-74.16531
13285,GA,Troup,14,16,14.28571429,0.220827155,0.233685809,5.822949616,0,1,0,0,0.014605363,0,62,64,3.225806452,0.977948831,0.934743238,-4.417980992,1,1,0,0.015773368,0.014605363,-7.404919086,39.08333333,67.75,73.34754797,0.609543713,0.989513349,62.33673291,15,12,-20,0.23394,0.1752644,-25.08149
13287,GA,Turner,1,0,-100,0.106609808,0,-100,0,0,0,0,0,0,7,14,100,0.746268657,1.664684899,123.0677765,0,1,,0,0.118906064,0,13.75,14.5,5.454545455,1.472005139,1.724137931,17.12852665,1,2,100,0.1070549,0.2378121,122.1403
13289,GA,Twiggs,4,0,-100,0.39146604,0,-100,0,0,0,0,0,0,4,7,75,0.39146604,0.828696579,111.690541,0,0,0,0,0,0,8.083333333,9.583333333,18.55670103,0.792173004,1.134525078,43.21683169,3,1,-66.66666,0.2940023,0.1183852,-59.73323
13291,GA,Union,5,5,0,0.239303149,0.233089366,-2.596615542,0,1,0,0,0.046617873,0,22,17,-22.72727273,1.052933857,0.792503846,-24.73374837,2,1,-50,0.09572126,0.046617873,0,9.5,21.58333333,127.1929825,0.448642267,1.006169099,124.2697964,5,6,20,0.2361275,0.2797072,18.45601
13293,GA,Upson,8,7,-12.5,0.290412749,0.262861434,-9.486950807,1,1,0,0.036301594,0.037551633,3.443484792,27,23,-14.81481481,0.980143028,0.86368757,-11.88147592,0,1,,0,0.037551633,0,29.75,39.75,33.61344538,1.08244797,1.492677431,37.89830765,8,4,-50,0.2910784,0.1502065,-48.39655
13295,GA,Walker,11,10,-9.090909091,0.170389417,0.146855817,-13.81165608,1,1,0,0.015489947,0.014685582,-5.192821688,30,42,40,0.464698411,0.616794431,32.73004964,0,1,,0,0.014685582,0,42.33333333,68.5,61.81102362,0.652597286,1.005962346,54.14749158,10,10,0,0.1541568,0.1468558,-4.736097
13297,GA,Walton,8,8,0,0.096106486,0.0945906,-1.577298256,0,2,0,0,0.02364765,,30,56,86.66666667,0.360399322,0.6621342,83.72237659,3,2,-33.33333333,0.036039932,0.02364765,-34.3848655,32.83333333,67.75,106.3451777,0.382352028,0.801064144,109.5095844,13,12,-7.692307,0.1513881,0.1418859,-6.276716
13299,GA,Ware,9,6,-33.33333333,0.250480087,0.167499511,-33.12861171,1,1,0,0.027831121,0.027916585,0.307082438,24,38,58.33333333,0.667946898,1.060830239,58.81954719,4,0,-100,0.111324483,0,-100,41.91666667,57.66666667,37.57455268,1.164869572,1.609856416,38.2005724,10,9,-10,0.2779013,0.2512493,-9.590459
13301,GA,Warren,1,1,0,0.170502984,0.179275726,5.145213338,0,0,0,0,0,0,7,6,-14.28571429,1.193520887,1.075654356,-9.875531424,0,0,0,0,0,0,6.5,8.916666667,37.17948718,1.116263095,1.598541891,43.20476046,1,1,0,0.1717328,0.1792757,4.392253
13303,GA,Washington,3,2,-33.33333333,0.143864192,0.095790028,-33.41635136,0,1,0,0,0.047895014,0,14,16,14.28571429,0.67136623,0.766320226,14.14339767,1,1,0,0.047954731,0.047895014,-0.124527037,15.16666667,20.5,35.16483516,0.726581712,0.98184779,35.13246656,5,4,-20,0.2395324,0.1915801,-20.01916
13305,GA,Wayne,2,4,100,0.068975031,0.131991421,91.36116152,1,1,0,0.034487516,0.032997855,-4.319419238,24,26,8.333333333,0.827700372,0.857944234,3.653962492,4,0,-100,0.137950062,0,-100,27.91666667,37.41666667,34.02985075,0.945206252,1.234669746,30.62437359,8,4,-50,0.2708651,0.1319914,-51.27042
13307,GA,Webster,1,1,0,0.441306267,0.358037952,-18.86860007,0,0,0,0,0,0,1,1,0,0.441306267,0.358037952,-18.86860007,0,0,0,0,0,0,1,2,100,0.454545455,0.716075904,57.53669889,0,0,0,0,0,0
13309,GA,Wheeler,4,1,-75,0.589709568,0.126774848,-78.50215517,0,0,0,0,0,0,2,4,100,0.294854784,0.507099391,71.98275862,0,0,0,0,0,0,5.833333333,6.25,7.142857143,0.847252481,0.792342799,-6.48091133,2,1,-50,0.2904865,0.1267748,-56.35775
13311,GA,White,5,2,-60,0.201021188,0.072579475,-63.8946146,0,1,0,0,0.036289737,0,32,17,-46.875,1.286535601,0.616925533,-52.04753502,6,1,-83.33333333,0.241225425,0.036289737,-84.95608942,9.75,22.16666667,127.3504274,0.388106043,0.804422509,107.2687413,5,4,-20,0.1990287,0.1451589,-27.06634
13313,GA,Whitfield,27,23,-14.81481481,0.291240144,0.222525373,-23.59385285,1,2,100,0.010786672,0.019350032,79.38834548,83,68,-18.07228916,0.895293775,0.657901102,-26.51561752,2,1,-50,0.021573344,0.009675016,-55.15291363,67,130.75,95.14925373,0.714681913,1.265008369,77.00299189,24,18,-25,0.2560055,0.1741503,-31.974
13315,GA,Wilcox,0,0,0,0,0,0,0,0,0,0,0,0,4,8,100,0.461467467,0.882223202,91.17776798,0,0,0,0,0,0,12.16666667,10,-17.80821918,1.383991203,1.102779003,-20.31892973,2,2,0,0.2275054,0.2205558,-3.054698
13317,GA,Wilkes,5,4,-20,0.488233571,0.39698293,-18.68995633,0,0,0,0,0,0,6,6,0,0.585880285,0.595474395,1.637554585,0,0,0,0,0,0,8,13.66666667,70.83333333,0.775644755,1.356358343,74.8684994,4,4,0,0.3878224,0.3969829,2.362047
13319,GA,Wilkinson,2,3,50,0.199381916,0.313250496,57.11078626,0,0,0,0,0,0,5,9,80,0.49845479,0.939751488,88.53294351,0,0,0,0,0,0,11.91666667,18.58333333,55.94405594,1.190119511,1.940412795,63.04352429,3,3,0,0.2996105,0.3132505,4.552573
13321,GA,Worth,5,2,-60,0.234576589,0.091992089,-60.7837726,0,0,0,0,0,0,7,13,85.71428571,0.328407225,0.597948576,82.07534152,1,1,0,0.046915318,0.045996044,-1.959431489,17.33333333,20.5,18.26923077,0.81293187,0.942918909,15.98990564,3,3,0,0.1406997,0.1379881,-1.927231
