,Unnamed: 0,Unnamed: 0.1,FIPS,State,County,PCT_DIABETES_ADULTS09,PCT_DIABETES_ADULTS10,PCT_OBESE_ADULTS09,PCT_OBESE_ADULTS10,PCT_OBESE_CHILD08,PCT_OBESE_CHILD11,PCH_OBESE_CHILD_08_11,RECFAC07,RECFAC12,PCH_RECFAC_07_12,RECFACPTH07,RECFACPTH12,PCH_RECFACPTH_07_12,NATAMEN
18,18,18,13037,GA,Calhoun,0.5384615384615384,0.5686274509803921,0.7394366197183097,0.5833333333333333,0.5163636363636364,0.6794871794871795,0.732919254658385,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
19,19,19,13039,GA,Camden,0.375,0.4215686274509804,0.42957746478873227,0.3988095238095239,0.3636363636363637,0.3205128205128205,0.6459627329192547,0.031746031746031744,0.03225806451612903,0.5,0.30001055767475404,0.077817984,0.4583927589603993,0.5
20,20,20,13043,GA,Candler,0.4326923076923077,0.411764705882353,0.5422535211267605,0.6011904761904762,0.6945454545454546,0.8461538461538459,0.5900621118012421,0.007936507936507936,0.0,0.0,0.3405387281702561,0.0,0.0,0.5
21,21,21,13045,GA,Carroll,0.548076923076923,0.5490196078431373,0.5352112676056336,0.5654761904761904,0.4763636363636364,0.40384615384615385,0.5341614906832297,0.06349206349206349,0.08064516129032258,0.625,0.2539132288446218,0.08962179599999999,0.6237673286827577,0.0
22,22,22,13047,GA,Catoosa,0.3653846153846153,0.5000000000000001,0.6760563380281689,0.5416666666666666,0.4472727272727273,0.39102564102564097,0.5714285714285714,0.03968253968253968,0.03225806451612903,0.4,0.28439566470378136,0.061494942000000004,0.3821296498565873,0.0
23,23,23,13049,GA,Charlton,0.3846153846153846,0.411764705882353,0.5352112676056336,0.5714285714285714,0.5454545454545454,0.39743589743589736,0.40993788819875776,0.007936507936507936,0.016129032258064516,1.0,0.33539463711828843,0.150432493,0.7926470549981902,0.0
24,24,24,13051,GA,Chatham,0.40384615384615374,0.3039215686274511,0.4084507042253522,0.29166666666666674,0.4036363636363636,0.3141025641025641,0.5714285714285714,0.24603174603174602,0.1693548387096774,0.3387096774,0.4429978763119467,0.0759675,0.3030543369970506,0.5
25,25,25,13053,GA,Chattahoochee,0.0,0.0,0.6267605633802819,0.5119047619047619,0.5636363636363636,0.40384615384615385,0.3850931677018633,0.0,0.008064516129032258,0.5,0.0,0.076704763,0.497462358201097,0.0
26,26,26,13055,GA,Chattooga,0.375,0.4705882352941176,0.5211267605633803,0.6488095238095236,0.4690909090909091,0.6153846153846153,0.7515527950310559,0.007936507936507936,0.008064516129032258,0.5,0.13221064291557058,0.038872692,0.519604025842877,0.0
27,27,27,13057,GA,Cherokee,0.03846153846153842,0.13725490196078427,0.3098591549295774,0.35714285714285704,0.6109090909090911,0.5705128205128205,0.4658385093167701,0.20634920634920634,0.2177419354838709,0.51923076923,0.4530138800757778,0.121998057,0.4759219291967128,0.5
28,28,28,13059,GA,Clarke,0.1826923076923077,0.16666666666666669,0.3098591549295774,0.2857142857142857,0.6254545454545454,0.5512820512820512,0.42236024844720493,0.12698412698412698,0.12903225806451613,0.5,0.5009827511666259,0.13303843099999998,0.4692979460042387,0.0
29,29,29,13061,GA,Clay,1.0,1.0,0.6971830985915495,0.6964285714285714,0.4509090909090909,0.5064102564102564,0.6770186335403726,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
30,30,30,13063,GA,Clayton,0.4326923076923077,0.3921568627450981,0.8309859154929579,0.8452380952380952,0.0,0.532051282051282,0.5838509316770186,0.07936507936507936,0.016129032258064516,0.1,0.13026897075232788,0.007521964,0.10204332081600136,0.0
31,31,31,13065,GA,Clinch,0.5096153846153845,0.5490196078431373,0.6760563380281689,0.6428571428571429,0.5854545454545456,0.4487179487179487,0.39130434782608703,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
32,32,32,13067,GA,Cobb,0.1826923076923077,0.14705882352941185,0.02112676056338033,0.08928571428571426,0.6327272727272727,0.5961538461538461,0.453416149068323,0.6904761904761905,0.5967741935483871,0.4252873563,0.4469548639634601,0.104602215,0.4135914229931998,0.0
33,33,33,13069,GA,Coffee,0.4326923076923077,0.4313725490196078,0.4507042253521126,0.5119047619047619,0.7127272727272728,0.9358974358974358,0.6459627329192547,0.031746031746031744,0.04032258064516129,0.625,0.3521423441846945,0.11582117199999999,0.5812514054835097,0.0
34,34,34,13071,GA,Colquitt,0.4519230769230768,0.5392156862745099,0.5704225352112675,0.6369047619047619,0.5709090909090909,0.7115384615384616,0.6708074534161489,0.023809523809523808,0.008064516129032258,0.16666666665000002,0.2383268482386601,0.021674577999999996,0.16072076449525696,0.5
35,35,35,13073,GA,Columbia,0.24999999999999994,0.2450980392156864,0.17605633802816906,0.2678571428571428,0.3709090909090909,0.3525641025641025,0.6645962732919255,0.0873015873015873,0.08870967741935484,0.5,0.3589735352498074,0.08356948,0.41141448831469296,0.5
36,36,36,13075,GA,Cook,0.5384615384615384,0.6176470588235294,0.6760563380281689,0.5833333333333333,0.3345454545454545,0.6346153846153846,1.0,0.007936507936507936,0.0,0.0,0.2166026464128505,0.0,0.0,0.5
37,37,37,13077,GA,Coweta,0.28846153846153844,0.3627450980392157,0.443661971830986,0.4583333333333334,0.5127272727272727,0.45512820512820507,0.5217391304347826,0.0873015873015873,0.05645161290322581,0.3181818182,0.3284817243431443,0.053464091,0.28763735504682497,0.0
38,38,38,13079,GA,Crawford,0.4134615384615383,0.5098039215686275,0.4859154929577464,0.5238095238095237,0.4763636363636364,0.4871794871794871,0.6149068322981366,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
39,39,39,13081,GA,Crisp,0.548076923076923,0.6764705882352942,0.7605633802816902,0.708333333333333,0.4909090909090909,0.4294871794871794,0.5341614906832297,0.015873015873015872,0.008064516129032258,0.25,0.3203480766500331,0.042362110999999994,0.2336951970537124,0.5
40,40,40,13083,GA,Dade,0.40384615384615374,0.411764705882353,0.3309859154929577,0.5357142857142856,0.3963636363636364,0.21794871794871795,0.4906832298136646,0.007936507936507936,0.008064516129032258,0.5,0.2193578268664044,0.060642814,0.4885629406341551,0.0
41,41,41,13085,GA,Dawson,0.298076923076923,0.3431372549019609,0.24647887323943665,0.3333333333333333,0.4690909090909091,0.6089743589743589,0.7453416149068323,0.0,0.024193548387096774,0.5,0.0,0.133797164,0.497462358201097,1.0
42,42,42,13087,GA,Decatur,0.625,0.5490196078431373,0.7394366197183097,0.5833333333333333,0.4581818181818182,0.4743589743589744,0.6335403726708074,0.023809523809523808,0.03225806451612903,0.6666666666500001,0.3733840170403194,0.145406958,0.6882144311813402,0.5
43,43,43,13089,GA,DeKalb,0.21153846153846145,0.16666666666666669,0.21126760563380284,0.2142857142857144,0.5636363636363636,0.4358974358974359,0.4161490683229813,0.5238095238095238,0.5645161290322581,0.530303030305,0.3195451832297261,0.098997439,0.5475023585772383,0.0
44,44,44,13091,GA,Dodge,0.625,0.7843137254901962,0.8873239436619718,0.8273809523809521,0.4472727272727273,0.5512820512820512,0.7267080745341614,0.007936507936507936,0.016129032258064516,1.0,0.17967327565122504,0.093769047,0.9222960051095792,0.0
45,45,45,13093,GA,Dooly,0.4807692307692307,0.5686274509803921,0.7676056338028171,0.5833333333333333,0.7418181818181818,0.7564102564102564,0.42236024844720493,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
46,46,46,13095,GA,Dougherty,0.6442307692307692,0.5098039215686275,0.8098591549295773,0.9642857142857142,0.5709090909090909,0.5128205128205128,0.4782608695652174,0.07936507936507936,0.05645161290322581,0.35,0.3727662870250831,0.07407329,0.351171544622617,0.0
47,47,47,13097,GA,Douglas,0.27884615384615385,0.4215686274509804,0.556338028169014,0.7559523809523809,0.3963636363636364,0.3782051282051282,0.6459627329192547,0.05555555555555555,0.04032258064516129,0.35714285715000005,0.2000217185640084,0.03732151,0.3297435917280819,0.0
48,48,48,13099,GA,Early,0.6826923076923076,0.5980392156862746,0.4788732394366198,0.5119047619047619,0.37454545454545457,0.3076923076923077,0.6149068322981366,0.007936507936507936,0.008064516129032258,0.5,0.3008808349150869,0.094393053,0.5544211877790629,0.5
49,49,49,13101,GA,Echols,0.1538461538461538,0.27450980392156865,0.4154929577464788,0.38095238095238093,0.7054545454545454,0.7692307692307692,0.4968944099378882,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
50,50,50,13103,GA,Effingham,0.3269230769230769,0.2254901960784313,0.5985915492957746,0.5416666666666666,0.3636363636363637,0.17307692307692302,0.5031055900621118,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
51,51,51,13105,GA,Elbert,0.6826923076923076,0.6764705882352942,0.9084507042253523,0.8095238095238094,0.6254545454545454,0.7564102564102564,0.6211180124223602,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
52,52,52,13107,GA,Emanuel,0.4999999999999999,0.3921568627450981,0.5352112676056336,0.4821428571428571,0.4836363636363637,0.641025641025641,0.7515527950310559,0.007936507936507936,0.0,0.0,0.1575108622927479,0.0,0.0,0.0
53,53,53,13109,GA,Evans,0.5769230769230769,0.6666666666666667,0.6056338028169013,0.7678571428571426,0.7527272727272727,0.8076923076923077,0.453416149068323,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
54,54,54,13111,GA,Fannin,0.5576923076923076,0.5784313725490196,0.3873239436619719,0.4226190476190476,0.4872727272727273,0.3653846153846153,0.4782608695652174,0.015873015873015872,0.008064516129032258,0.25,0.3150077597079905,0.042567682999999995,0.23881030753766205,1.0
55,55,55,13113,GA,Fayette,0.4326923076923077,0.3235294117647059,0.04929577464788728,0.1845238095238096,0.5236363636363637,0.5064102564102564,0.5527950310559006,0.07936507936507936,0.08870967741935484,0.55,0.3353534778532727,0.10230274199999999,0.5391117145034355,0.0
56,56,56,13115,GA,Floyd,0.298076923076923,0.3137254901960785,0.3943661971830985,0.3273809523809523,0.6872727272727273,0.7115384615384616,0.4720496894409938,0.07142857142857142,0.04838709677419355,0.33333333335,0.3361386514035731,0.062384978,0.32798643558642704,0.5
57,57,57,13117,GA,Forsyth,0.1923076923076923,0.2352941176470588,0.0,0.0,0.64,0.6794871794871795,0.5217391304347826,0.16666666666666666,0.12903225806451613,0.38095238095,0.4710675714026834,0.085138989,0.31940344411507143,0.5
58,58,58,13119,GA,Franklin,0.40384615384615374,0.411764705882353,0.33802816901408456,0.27380952380952384,0.4509090909090909,0.3076923076923077,0.484472049689441,0.015873015873015872,0.008064516129032258,0.25,0.32542481585447497,0.045674614,0.2480381763776739,0.0
59,59,59,13121,GA,Fulton,0.12499999999999988,0.05882352941176476,0.035211267605633804,0.05952380952380953,0.5490909090909091,0.4166666666666666,0.42236024844720493,1.0,1.0,0.492063492065,0.4517758551403042,0.12681880199999998,0.4960836781472527,0.0
60,60,60,13123,GA,Gilmer,0.4615384615384614,0.4215686274509804,0.4999999999999999,0.4285714285714287,0.7599999999999999,0.8076923076923077,0.4409937888198758,0.023809523809523808,0.0,0.0,0.3729267285826445,0.0,0.0,0.5
61,61,61,13125,GA,Glascock,0.4519230769230768,0.411764705882353,0.28169014084507044,0.3988095238095239,0.5672727272727273,0.41025641025641024,0.3850931677018633,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
62,62,62,13127,GA,Glynn,0.3557692307692307,0.2549019607843138,0.267605633802817,0.375,0.4909090909090909,0.4679487179487179,0.5714285714285714,0.07142857142857142,0.05645161290322581,0.3888888889000001,0.42770858772859854,0.08639628699999999,0.35697797531225345,0.5
63,63,63,13129,GA,Gordon,0.28846153846153844,0.29411764705882365,0.5704225352112675,0.3928571428571429,0.5272727272727272,0.5192307692307692,0.5590062111801242,0.047619047619047616,0.024193548387096774,0.25,0.4098644370617732,0.05379622,0.23195611963933305,0.0
64,64,64,13131,GA,Grady,0.548076923076923,0.5000000000000001,0.6830985915492958,0.6190476190476188,0.5454545454545454,0.6602564102564102,0.6645962732919255,0.031746031746031744,0.024193548387096774,0.375,0.5704307335556897,0.117924528,0.3653385850414591,0.5
65,65,65,13133,GA,Greene,0.7307692307692307,0.7254901960784313,0.619718309859155,0.5952380952380951,0.6327272727272727,0.5897435897435896,0.4472049689440993,0.0,0.0,0.5,0.0,0.0,0.497462358201097,1.0
66,66,66,13135,GA,Gwinnett,0.10576923076923073,0.009803921568627505,0.1549295774647887,0.20238095238095247,0.5963636363636363,0.6153846153846153,0.5341614906832297,0.7619047619047619,0.5725806451612904,0.36979166665,0.4414963020588724,0.084318434,0.33751242978724866,0.0
67,67,67,13137,GA,Habersham,0.298076923076923,0.3333333333333333,0.23943661971830976,0.3392857142857144,0.7163636363636363,0.8910256410256409,0.5962732919254657,0.015873015873015872,0.016129032258064516,0.5,0.16850868113945458,0.045955882,0.4819623821481888,0.5
68,68,68,13139,GA,Hall,0.3269230769230769,0.480392156862745,0.33802816901408456,0.4226190476190476,0.64,0.7499999999999999,0.5900621118012421,0.1111111111111111,0.0967741935483871,0.42857142854999997,0.2781008514038736,0.064719334,0.4112690531546773,0.5
69,69,69,13141,GA,Hancock,0.8461538461538459,0.8823529411764707,0.9718309859154932,1.0,0.4763636363636364,0.4679487179487179,0.5962732919254657,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
70,70,70,13143,GA,Haralson,0.4134615384615383,0.4411764705882354,0.5211267605633803,0.5773809523809524,0.4327272727272728,0.3012820512820512,0.5093167701863355,0.015873015873015872,0.008064516129032258,0.25,0.2474919891746657,0.035211268,0.25142868624856896,0.0
71,71,71,13145,GA,Harris,0.4711538461538462,0.5294117647058824,0.2957746478873239,0.375,0.3781818181818182,0.11538461538461535,0.42236024844720493,0.015873015873015872,0.016129032258064516,0.5,0.244057432173352,0.061443932,0.4449193294071903,0.5
72,72,72,13147,GA,Hart,0.4326923076923077,0.4313725490196078,0.4929577464788733,0.3869047619047618,0.4872727272727273,0.3782051282051282,0.4906832298136646,0.023809523809523808,0.0,0.0,0.4417982823214879,0.0,0.0,0.5
73,73,73,13149,GA,Heard,0.3653846153846153,0.4313725490196078,0.3521126760563381,0.4166666666666666,0.4690909090909091,0.5897435897435896,0.7267080745341614,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
74,74,74,13151,GA,Henry,0.3076923076923076,0.2254901960784313,0.3450704225352112,0.3928571428571429,0.4327272727272728,0.3205128205128205,0.5279503105590062,0.10317460317460317,0.1129032258064516,0.53846153846,0.2497674435805361,0.066968663,0.4738382461653747,0.0
75,75,75,13153,GA,Houston,0.3653846153846153,0.2352941176470588,0.3873239436619719,0.4761904761904761,0.44,0.5,0.6894409937888198,0.06349206349206349,0.08870967741935484,0.6875,0.21646571530029807,0.075272349,0.6145265670113159,0.0
76,76,76,13155,GA,Irwin,0.4615384615384614,0.4901960784313727,0.556338028169014,0.5416666666666666,0.5854545454545456,0.3589743589743589,0.3043478260869565,0.0,0.008064516129032258,,0.0,0.10416666699999999,0.497462358201097,0.5
77,77,77,13157,GA,Jackson,0.3653846153846153,0.1960784313725492,0.16901408450704214,0.2678571428571428,0.5454545454545454,0.3653846153846153,0.37888198757763975,0.015873015873015872,0.03225806451612903,1.0,0.1189579244280014,0.066038203,0.9810613748626767,0.0
78,78,78,13159,GA,Jasper,0.4519230769230768,0.4411764705882354,0.4154929577464788,0.4702380952380952,0.4909090909090909,0.42307692307692296,0.5279503105590062,0.007936507936507936,0.008064516129032258,0.5,0.2600658853044752,0.073367572,0.4985572863576007,0.5
79,79,79,13161,GA,Jeff Davis,0.375,0.4313725490196078,0.2605633802816901,0.3928571428571429,0.5527272727272727,0.5,0.4968944099378882,0.007936507936507936,0.0,0.0,0.2683765221001541,0.0,0.0,0.0
80,80,80,13163,GA,Jefferson,0.6826923076923076,0.6666666666666667,0.9929577464788732,0.9464285714285712,0.5054545454545455,0.4807692307692307,0.5590062111801242,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
81,81,81,13165,GA,Jenkins,0.5673076923076923,0.607843137254902,0.6549295774647889,0.5952380952380951,0.5818181818181818,0.5192307692307692,0.4658385093167701,0.015873015873015872,0.0,0.0,0.8317724175281529,0.0,0.0,0.0
82,82,82,13167,GA,Johnson,0.6057692307692306,0.5980392156862746,0.8098591549295773,0.6309523809523809,0.4836363636363637,0.2756410256410257,0.3975155279503105,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
83,83,83,13169,GA,Jones,0.4326923076923077,0.5588235294117647,0.443661971830986,0.5416666666666666,0.4581818181818182,0.4166666666666666,0.577639751552795,0.031746031746031744,0.016129032258064516,0.25,0.5209135231017494,0.069986353,0.2374335246958101,0.5
84,84,84,13171,GA,Lamar,0.4711538461538462,0.4411764705882354,0.471830985915493,0.6726190476190477,0.4072727272727272,0.3782051282051282,0.6273291925465838,0.007936507936507936,0.0,0.0,0.2098346116927617,0.0,0.0,0.0
85,85,85,13173,GA,Lanier,0.4519230769230768,0.38235294117647056,0.5492957746478874,0.4345238095238095,0.4909090909090909,0.6089743589743589,0.7080745341614907,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
86,86,86,13175,GA,Laurens,0.5384615384615384,0.4411764705882354,0.8873239436619718,0.7916666666666667,0.6472727272727273,0.39102564102564097,0.2298136645962733,0.031746031746031744,0.016129032258064516,0.25,0.2992839080094761,0.041631107,0.24582661443882994,0.0
87,87,87,13177,GA,Lee,0.22115384615384606,0.3725490196078432,0.33802816901408456,0.5297619047619048,0.4945454545454545,0.45512820512820507,0.5527950310559006,0.015873015873015872,0.0,0.0,0.2151205043347836,0.0,0.0,0.5
88,88,88,13179,GA,Liberty,0.3653846153846153,0.2843137254901961,0.5985915492957746,0.6666666666666666,0.29818181818181816,0.0,0.4472049689440993,0.007936507936507936,0.008064516129032258,0.5,0.05867827311994444,0.015273938,0.4600107847799663,0.5
89,89,89,13181,GA,Lincoln,0.6538461538461537,0.6274509803921569,0.6830985915492958,0.8035714285714284,0.3709090909090909,0.3525641025641025,0.6645962732919255,0.007936507936507936,0.0,0.0,0.4423484011566983,0.0,0.0,0.5
90,90,90,13183,GA,Long,0.298076923076923,0.27450980392156865,0.4929577464788733,0.5119047619047619,0.4872727272727273,0.23076923076923075,0.3478260869565217,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
91,91,91,13185,GA,Lowndes,0.3942307692307692,0.3725490196078432,0.7535211267605634,0.5595238095238095,0.5963636363636363,0.4294871794871794,0.3540372670807453,0.06349206349206349,0.04838709677419355,0.375,0.27940815008937364,0.052377959,0.3312865582879552,0.5
92,92,92,13187,GA,Lumpkin,0.1923076923076923,0.1764705882352941,0.30281690140845074,0.41071428571428575,0.4690909090909091,0.28205128205128205,0.42857142857142855,0.023809523809523808,0.016129032258064516,0.33333333335,0.4005524855107114,0.06533599,0.2882619747533306,0.5
93,93,93,13189,GA,McDuffie,0.5673076923076923,0.7254901960784313,0.4788732394366198,0.6309523809523809,0.6763636363636364,0.3782051282051282,0.16770186335403725,0.007936507936507936,0.0,0.0,0.16503298263562513,0.0,0.0,0.5
94,94,94,13191,GA,McIntosh,0.625,0.607843137254902,0.5774647887323944,0.5714285714285714,0.3563636363636364,0.2948717948717948,0.6335403726708074,0.007936507936507936,0.0,0.0,0.3101807399386441,0.0,0.0,0.5
95,95,95,13193,GA,Macon,0.7596153846153846,0.6862745098039217,0.7183098591549295,0.7321428571428572,0.5854545454545456,0.7371794871794871,0.6708074534161489,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
96,96,96,13195,GA,Madison,0.3846153846153846,0.4411764705882354,0.5211267605633803,0.5833333333333333,0.5854545454545456,0.3205128205128205,0.2670807453416149,0.015873015873015872,0.0,0.0,0.25575953769782805,0.0,0.0,0.0
97,97,97,13197,GA,Marion,0.4903846153846153,0.6666666666666667,0.5915492957746478,0.5952380952380951,0.5127272727272727,0.5897435897435896,0.6521739130434782,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
98,98,98,13199,GA,Meriwether,0.6346153846153846,0.5784313725490196,0.5845070422535212,0.6190476190476188,0.4218181818181818,0.40384615384615385,0.6273291925465838,0.007936507936507936,0.0,0.0,0.15589345167212926,0.0,0.0,0.0
99,99,99,13201,GA,Miller,0.7499999999999999,0.6960784313725491,0.647887323943662,0.5773809523809524,0.48,0.4487179487179487,0.5714285714285714,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.0
100,100,100,13205,GA,Mitchell,0.4999999999999999,0.5490196078431373,0.7746478873239434,0.5595238095238095,0.4618181818181818,0.3589743589743589,0.515527950310559,0.007936507936507936,0.0,0.0,0.1474923184914158,0.0,0.0,0.0
101,101,101,13207,GA,Monroe,0.4326923076923077,0.4901960784313727,0.5352112676056336,0.6369047619047619,0.5418181818181819,0.5897435897435896,0.6024844720496895,0.015873015873015872,0.024193548387096774,0.75,0.2834177680284073,0.112625296,0.7022684906854304,0.5
102,102,102,13209,GA,Montgomery,0.3461538461538461,0.4901960784313727,0.5704225352112675,0.6428571428571429,0.4436363636363636,0.4487179487179487,0.6335403726708074,0.0,0.0,0.5,0.0,0.0,0.497462358201097,0.5
103,103,103,13211,GA,Morgan,0.5576923076923076,0.6176470588235294,0.4225352112676057,0.5714285714285714,1.0,0.7820512820512819,0.0062111801242235795,0.0,0.016129032258064516,0.5,0.0,0.11185056800000001,0.497462358201097,0.5
104,104,104,13213,GA,Murray,0.3461538461538461,0.4215686274509804,0.443661971830986,0.3452380952380952,0.5418181818181819,0.5448717948717948,0.5590062111801242,0.007936507936507936,0.0,0.0,0.08722286285836275,0.0,0.0,0.5
105,105,105,13215,GA,Muscogee,0.5576923076923076,0.5098039215686275,0.8309859154929579,0.8273809523809521,0.4618181818181818,0.2628205128205128,0.42236024844720493,0.1349206349206349,0.1129032258064516,0.4117647059,0.3236242916212863,0.070559893,0.3853107355863613,0.5
106,106,106,13217,GA,Newton,0.3557692307692307,0.38235294117647056,0.5704225352112675,0.5833333333333333,0.4509090909090909,0.3717948717948718,0.546583850931677,0.06349206349206349,0.04838709677419355,0.375,0.29684872254604466,0.05911038900000001,0.3519029755664692,0.5
107,107,107,13219,GA,Oconee,0.1923076923076923,0.2254901960784313,0.19718309859154934,0.2857142857142857,0.6654545454545455,0.3269230769230769,0.13664596273291926,0.03968253968253968,0.04838709677419355,0.6,0.5636920460381123,0.178470508,0.5595241869946936,0.0
108,108,108,13221,GA,Oglethorpe,0.4134615384615383,0.4313725490196078,0.5281690140845071,0.4166666666666666,0.56,0.8589743589743588,0.8322981366459626,0.007936507936507936,0.008064516129032258,0.5,0.2544406258898236,0.068408811,0.475138147846367,0.0
109,109,109,13223,GA,Paulding,0.2692307692307691,0.3431372549019609,0.21126760563380284,0.2202380952380953,0.4,0.14102564102564094,0.40993788819875776,0.14285714285714285,0.1129032258064516,0.3888888889000001,0.4999491797112306,0.096685083,0.3417652670266233,0.5
